Date,Code,MACD,DMI,PSY_VR,KDJ,WR(s),WR(l),RSI,BIAS,ARBR,BULL,CurrentState,FutureState,PredictState
2023-6-2,600332,Wait,Wait,Wait,Sell,Wait,Wait,Wait,Wait,Wait,Wait,-1,-1,-1
2023-6-2,600346,Wait,Wait,Wait,Wait,Sell,Sell,Wait,Wait,Wait,Wait,1,-1,-1
2023-6-2,600362,Wait,Wait,Wait,Wait,Wait,Sell,Wait,Wait,Wait,Wait,1,-1,-1
2023-6-2,600383,Buy,Wait,Wait,Wait,Sell,Sell,Wait,Wait,Wait,Wait,1,-1,-1
2023-6-2,600406,Wait,Wait,Wait,Wait,Buy,Wait,Wait,Wait,Wait,Wait,-1,1,-1
2023-6-2,600426,Wait,Wait,Wait,Buy,Wait,Wait,Wait,Wait,Wait,Buy,1,-1,-1
2023-6-2,600436,Wait,Sell,Wait,Wait,Wait,Wait,Wait,Wait,Wait,Wait,1,-1,-1
2023-6-2,600438,Wait,Wait,Wait,Wait,Buy,Buy,Buy,Buy,Wait,Wait,1,-1,1
2023-6-2,600460,Buy,Wait,Wait,Wait,Wait,Wait,Wait,Wait,Wait,Wait,1,1,-1
2023-6-2,600519,Wait,Wait,Wait,Wait,Wait,Wait,Wait,Wait,Wait,Wait,1,1,-1
2023-6-2,600547,Wait,Wait,Wait,Wait,Wait,Wait,Wait,Wait,Wait,Wait,1,-1,-1
2023-6-2,600570,Wait,Wait,Wait,Wait,Wait,Wait,Wait,Wait,Wait,Wait,-1,1,-1
2023-6-2,600584,Wait,Wait,Wait,Wait,Wait,Wait,Wait,Wait,Wait,Wait,-1,1,-1
2023-6-2,600585,Wait,Wait,Wait,Buy,Wait,Wait,Wait,Wait,Wait,Wait,1,1,-1
2023-6-2,600588,Wait,Wait,Wait,Wait,Sell,Sell,Wait,Wait,Wait,Wait,1,-1,-1
2023-6-2,600600,Wait,Wait,Wait,Buy,Wait,Wait,Wait,Wait,Wait,Wait,1,1,-1
2023-6-2,600606,Wait,Wait,Wait,Wait,Wait,Wait,Wait,Wait,Wait,Wait,1,-1,-1
2023-6-2,600660,Wait,Wait,Wait,Buy,Wait,Sell,Wait,Wait,Wait,Wait,1,-1,-1
2023-6-2,600674,Wait,Wait,Wait,Wait,Buy,Buy,Wait,Wait,Wait,Wait,1,0,-1
2023-6-2,600690,Buy,Wait,Buy,Buy,Wait,Sell,Wait,Wait,Wait,Buy,1,-1,-1
2023-6-2,600741,Wait,Wait,Wait,Wait,Wait,Wait,Wait,Wait,Wait,Buy,1,1,-1
2023-6-2,600745,Wait,Wait,Wait,Wait,Wait,Wait,Wait,Wait,Wait,Wait,1,1,-1
2023-6-2,600760,Wait,Wait,Wait,Wait,Wait,Wait,Wait,Wait,Wait,Sell,-1,-1,-1
2023-6-2,600763,Wait,Wait,Wait,Wait,Buy,Wait,Wait,Buy,Wait,Wait,1,-1,1
2023-6-2,600795,Sell,Sell,Wait,Sell,Wait,Wait,Wait,Wait,Wait,Wait,-1,-1,1
2023-6-2,600803,Wait,Wait,Wait,Wait,Buy,Wait,Wait,Buy,Wait,Wait,1,-1,1
2023-6-2,600809,Wait,Wait,Wait,Buy,Wait,Wait,Wait,Wait,Wait,Wait,1,-1,-1
2023-6-2,600837,Wait,Wait,Wait,Wait,Wait,Sell,Wait,Wait,Wait,Wait,1,0,-1
2023-6-2,600845,Wait,Wait,Wait,Wait,Wait,Wait,Wait,Wait,Wait,Wait,-1,-1,-1
2023-6-2,600884,Buy,Wait,Wait,Buy,Wait,Wait,Wait,Wait,Wait,Wait,-1,-1,-1
2023-6-2,600886,Wait,Wait,Wait,Wait,Wait,Wait,Wait,Wait,Wait,Wait,1,-1,-1
2023-6-2,600887,Wait,Wait,Wait,Buy,Wait,Sell,Wait,Wait,Wait,Wait,1,-1,-1
2023-6-2,600893,Wait,Wait,Wait,Wait,Wait,Wait,Wait,Wait,Wait,Wait,1,-1,-1
2023-6-2,600900,Wait,Wait,Wait,Wait,Buy,Wait,Wait,Wait,Wait,Wait,-1,1,-1
2023-6-2,600905,Wait,Wait,Wait,Wait,Wait,Wait,Wait,Wait,Wait,Wait,1,-1,-1
2023-6-2,600918,Wait,Wait,Wait,Buy,Wait,Wait,Wait,Wait,Wait,Wait,1,1,-1
2023-6-2,600919,Wait,Wait,Wait,Wait,Wait,Wait,Wait,Wait,Wait,Wait,1,-1,-1
2023-6-2,600926,Wait,Wait,Wait,Buy,Wait,Wait,Wait,Wait,Wait,Wait,1,-1,-1
2023-6-2,600941,Wait,Wait,Wait,Wait,Sell,Sell,Wait,Wait,Wait,Wait,1,-1,-1
2023-6-2,600958,Wait,Wait,Wait,Wait,Wait,Wait,Wait,Wait,Wait,Wait,1,-1,-1
2023-6-2,600989,Wait,Wait,Wait,Buy,Wait,Wait,Wait,Wait,Wait,Wait,1,1,-1
2023-6-2,600999,Wait,Wait,Wait,Wait,Wait,Wait,Wait,Wait,Wait,Wait,1,0,-1
2023-6-2,601006,Wait,Wait,Wait,Sell,Wait,Buy,Wait,Wait,Wait,Wait,-1,1,1
2023-6-2,601009,Wait,Wait,Wait,Wait,Wait,Wait,Wait,Wait,Wait,Wait,1,-1,-1
2023-6-2,601012,Wait,Wait,Buy,Wait,Buy,Buy,Wait,Buy,Wait,Wait,1,-1,1
2023-6-2,601021,Wait,Wait,Wait,Wait,Buy,Wait,Wait,Wait,Wait,Wait,1,-1,-1
2023-6-2,601066,Wait,Wait,Wait,Wait,Wait,Wait,Buy,Wait,Wait,Wait,-1,-1,1
2023-6-2,601088,Wait,Wait,Wait,Wait,Buy,Buy,Wait,Wait,Wait,Wait,1,1,-1
2023-6-2,601100,Wait,Wait,Wait,Buy,Wait,Wait,Wait,Wait,Wait,Wait,1,-1,-1
2023-6-2,601111,Wait,Wait,Wait,Wait,Buy,Wait,Buy,Buy,Wait,Wait,1,1,1
2023-6-2,601117,Wait,Wait,Wait,Wait,Wait,Sell,Wait,Wait,Wait,Wait,1,-1,-1
2023-6-2,601138,Wait,Wait,Wait,Wait,Sell,Wait,Wait,Sell,Wait,Wait,-1,1,-1
2023-6-2,601155,Buy,Wait,Wait,Wait,Sell,Sell,Wait,Wait,Wait,Buy,1,-1,-1
2023-6-2,601166,Wait,Wait,Wait,Buy,Wait,Wait,Wait,Wait,Wait,Wait,1,1,-1
2023-6-2,601169,Wait,Wait,Wait,Buy,Wait,Wait,Wait,Wait,Wait,Wait,1,0,-1
2023-6-2,601186,Wait,Wait,Wait,Wait,Wait,Wait,Wait,Wait,Wait,Wait,-1,1,-1
2023-6-2,601211,Wait,Wait,Wait,Wait,Wait,Sell,Wait,Wait,Wait,Wait,1,-1,-1
2023-6-2,601216,Sell,Wait,Wait,Sell,Buy,Buy,Wait,Wait,Wait,Buy,-1,-1,1
2023-6-2,601225,Wait,Wait,Buy,Wait,Buy,Buy,Buy,Buy,Wait,Wait,1,1,1
2023-6-2,601229,Wait,Wait,Wait,Wait,Wait,Wait,Wait,Wait,Wait,Wait,1,0,-1
2023-6-2,601236,Wait,Wait,Wait,Wait,Wait,Wait,Wait,Wait,Wait,Wait,1,1,-1
2023-6-2,601238,Buy,Wait,Wait,Wait,Wait,Sell,Wait,Wait,Wait,Wait,1,-1,-1
2023-6-2,601288,Wait,Wait,Wait,Sell,Wait,Wait,Wait,Wait,Wait,Wait,0,1,-1
2023-6-2,601318,Wait,Wait,Wait,Buy,Wait,Sell,Wait,Wait,Wait,Wait,1,-1,-1
2023-6-2,601319,Wait,Wait,Wait,Wait,Wait,Wait,Wait,Wait,Wait,Wait,1,-1,-1
